"Datasources","End DateTime","Process Description","Queue DateTime","Start DateTime","Status","Catalog","Category","Classification Name","Column Name","Comments","Confidence score","DB Name","Data-Source Name","Data-Source Type","Data-Source URL","Full Datasource Description","Host","Port","Rule Description","Schema","Service Name","Table Name"
"MS SQL SERVER MSSQL","2024-04-09 15:38:15","	-DemoDiscovery","2024-04-09 15:38:06","2024-04-09 15:38:12","COMPLETED","GDP","GDPR","GDPR","Account Name (custom)","Date: 2024-04-09 15:38:13
Datasource: MS SQL SERVER 10.221.192.30: 53083 GDP 
Object: GDP.dbo.events Account Name (custom)
Category: 'GDPR' Classification: 'GDPR' Comprehensive: true
Rule: Catalog Search: name
TABLE_TYPE='TABLE', COLUMN_NAME_LIKE='%NAME%'
Action: Add to Group of Objects: Add to GDPR sensitive objects
Add Member Type='NAMEONLY', Replace Group Content='false', Object Group='GDPR Personal Data Sensitive Objects'","","GDP ","MSSQL ","MS SQL SERVER ","jdbc:guardium:sqlserver://10.221.192.30:53083;DatabaseName=GDP;CryptoProtocolVersion=TLSv1,TLSv1.1,TLSv1.2","MSSQL : MS SQL SERVER : 10.221.192.30 :  : GDP : 53083 :","10.221.192.30 ","53083 ","name","dbo","","events"
"MS SQL SERVER MSSQL","2024-04-09 15:38:15","	-DemoDiscovery","2024-04-09 15:38:06","2024-04-09 15:38:12","COMPLETED","GDP","GDPR","GDPR","AccountName (custom)","Date: 2024-04-09 15:38:13
Datasource: MS SQL SERVER 10.221.192.30: 53083 GDP 
Object: GDP.dbo.events AccountName (custom)
Category: 'GDPR' Classification: 'GDPR' Comprehensive: true
Rule: Catalog Search: name
TABLE_TYPE='TABLE', COLUMN_NAME_LIKE='%NAME%'
Action: Add to Group of Objects: Add to GDPR sensitive objects
Add Member Type='NAMEONLY', Replace Group Content='false', Object Group='GDPR Personal Data Sensitive Objects'","","GDP ","MSSQL ","MS SQL SERVER ","jdbc:guardium:sqlserver://10.221.192.30:53083;DatabaseName=GDP;CryptoProtocolVersion=TLSv1,TLSv1.1,TLSv1.2","MSSQL : MS SQL SERVER : 10.221.192.30 :  : GDP : 53083 :","10.221.192.30 ","53083 ","name","dbo","","events"
"MS SQL SERVER MSSQL","2024-04-09 15:38:15","	-DemoDiscovery","2024-04-09 15:38:06","2024-04-09 15:38:12","COMPLETED","GDP","GDPR","GDPR","Alert Sql User Name (custom)","Date: 2024-04-09 15:38:13
Datasource: MS SQL SERVER 10.221.192.30: 53083 GDP 
Object: GDP.dbo.events Alert Sql User Name (custom)
Category: 'GDPR' Classification: 'GDPR' Comprehensive: true
Rule: Catalog Search: name
TABLE_TYPE='TABLE', COLUMN_NAME_LIKE='%NAME%'
Action: Add to Group of Objects: Add to GDPR sensitive objects
Add Member Type='NAMEONLY', Replace Group Content='false', Object Group='GDPR Personal Data Sensitive Objects'","","GDP ","MSSQL ","MS SQL SERVER ","jdbc:guardium:sqlserver://10.221.192.30:53083;DatabaseName=GDP;CryptoProtocolVersion=TLSv1,TLSv1.1,TLSv1.2","MSSQL : MS SQL SERVER : 10.221.192.30 :  : GDP : 53083 :","10.221.192.30 ","53083 ","name","dbo","","events"
"MS SQL SERVER MSSQL","2024-04-09 15:38:15","	-DemoDiscovery","2024-04-09 15:38:06","2024-04-09 15:38:12","COMPLETED","GDP","GDPR","GDPR","analyticName (custom)","Date: 2024-04-09 15:38:13
Datasource: MS SQL SERVER 10.221.192.30: 53083 GDP 
Object: GDP.dbo.events analyticName (custom)
Category: 'GDPR' Classification: 'GDPR' Comprehensive: true
Rule: Catalog Search: name
TABLE_TYPE='TABLE', COLUMN_NAME_LIKE='%NAME%'
Action: Add to Group of Objects: Add to GDPR sensitive objects
Add Member Type='NAMEONLY', Replace Group Content='false', Object Group='GDPR Personal Data Sensitive Objects'","","GDP ","MSSQL ","MS SQL SERVER ","jdbc:guardium:sqlserver://10.221.192.30:53083;DatabaseName=GDP;CryptoProtocolVersion=TLSv1,TLSv1.1,TLSv1.2","MSSQL : MS SQL SERVER : 10.221.192.30 :  : GDP : 53083 :","10.221.192.30 ","53083 ","name","dbo","","events"
"MS SQL SERVER MSSQL","2024-04-09 15:38:15","	-DemoDiscovery","2024-04-09 15:38:06","2024-04-09 15:38:12","COMPLETED","GDP","GDPR","GDPR","Analyzer Host Name (custom)","Date: 2024-04-09 15:38:13
Datasource: MS SQL SERVER 10.221.192.30: 53083 GDP 
Object: GDP.dbo.events Analyzer Host Name (custom)
Category: 'GDPR' Classification: 'GDPR' Comprehensive: true
Rule: Catalog Search: name
TABLE_TYPE='TABLE', COLUMN_NAME_LIKE='%NAME%'
Action: Add to Group of Objects: Add to GDPR sensitive objects
Add Member Type='NAMEONLY', Replace Group Content='false', Object Group='GDPR Personal Data Sensitive Objects'","","GDP ","MSSQL ","MS SQL SERVER ","jdbc:guardium:sqlserver://10.221.192.30:53083;DatabaseName=GDP;CryptoProtocolVersion=TLSv1,TLSv1.1,TLSv1.2","MSSQL : MS SQL SERVER : 10.221.192.30 :  : GDP : 53083 :","10.221.192.30 ","53083 ","name","dbo","","events"
"MS SQL SERVER MSSQL","2024-04-09 15:38:15","	-DemoDiscovery","2024-04-09 15:38:06","2024-04-09 15:38:12","COMPLETED","GDP","GDPR","GDPR","Application Name (custom)","Date: 2024-04-09 15:38:13
Datasource: MS SQL SERVER 10.221.192.30: 53083 GDP 
Object: GDP.dbo.events Application Name (custom)
Category: 'GDPR' Classification: 'GDPR' Comprehensive: true
Rule: Catalog Search: name
TABLE_TYPE='TABLE', COLUMN_NAME_LIKE='%NAME%'
Action: Add to Group of Objects: Add to GDPR sensitive objects
Add Member Type='NAMEONLY', Replace Group Content='false', Object Group='GDPR Personal Data Sensitive Objects'","","GDP ","MSSQL ","MS SQL SERVER ","jdbc:guardium:sqlserver://10.221.192.30:53083;DatabaseName=GDP;CryptoProtocolVersion=TLSv1,TLSv1.1,TLSv1.2","MSSQL : MS SQL SERVER : 10.221.192.30 :  : GDP : 53083 :","10.221.192.30 ","53083 ","name","dbo","","events"
"MS SQL SERVER MSSQL","2024-04-09 15:38:15","	-DemoDiscovery","2024-04-09 15:38:06","2024-04-09 15:38:12","COMPLETED","GDP","GDPR","GDPR","AVT-App-NAme (custom)","Date: 2024-04-09 15:38:13
Datasource: MS SQL SERVER 10.221.192.30: 53083 GDP 
Object: GDP.dbo.events AVT-App-NAme (custom)
Category: 'GDPR' Classification: 'GDPR' Comprehensive: true
Rule: Catalog Search: name
TABLE_TYPE='TABLE', COLUMN_NAME_LIKE='%NAME%'
Action: Add to Group of Objects: Add to GDPR sensitive objects
Add Member Type='NAMEONLY', Replace Group Content='false', Object Group='GDPR Personal Data Sensitive Objects'","","GDP ","MSSQL ","MS SQL SERVER ","jdbc:guardium:sqlserver://10.221.192.30:53083;DatabaseName=GDP;CryptoProtocolVersion=TLSv1,TLSv1.1,TLSv1.2","MSSQL : MS SQL SERVER : 10.221.192.30 :  : GDP : 53083 :","10.221.192.30 ","53083 ","name","dbo","","events"
"MS SQL SERVER MSSQL","2024-04-09 15:38:15","	-DemoDiscovery","2024-04-09 15:38:06","2024-04-09 15:38:12","COMPLETED","GDP","GDPR","GDPR","Client Hostname (custom)","Date: 2024-04-09 15:38:13
Datasource: MS SQL SERVER 10.221.192.30: 53083 GDP 
Object: GDP.dbo.events Client Hostname (custom)
Category: 'GDPR' Classification: 'GDPR' Comprehensive: true
Rule: Catalog Search: name
TABLE_TYPE='TABLE', COLUMN_NAME_LIKE='%NAME%'
Action: Add to Group of Objects: Add to GDPR sensitive objects
Add Member Type='NAMEONLY', Replace Group Content='false', Object Group='GDPR Personal Data Sensitive Objects'","","GDP ","MSSQL ","MS SQL SERVER ","jdbc:guardium:sqlserver://10.221.192.30:53083;DatabaseName=GDP;CryptoProtocolVersion=TLSv1,TLSv1.1,TLSv1.2","MSSQL : MS SQL SERVER : 10.221.192.30 :  : GDP : 53083 :","10.221.192.30 ","53083 ","name","dbo","","events"
"MS SQL SERVER MSSQL","2024-04-09 15:38:15","	-DemoDiscovery","2024-04-09 15:38:06","2024-04-09 15:38:12","COMPLETED","GDP","GDPR","GDPR","Component Name (custom)","Date: 2024-04-09 15:38:13
Datasource: MS SQL SERVER 10.221.192.30: 53083 GDP 
Object: GDP.dbo.events Component Name (custom)
Category: 'GDPR' Classification: 'GDPR' Comprehensive: true
Rule: Catalog Search: name
TABLE_TYPE='TABLE', COLUMN_NAME_LIKE='%NAME%'
Action: Add to Group of Objects: Add to GDPR sensitive objects
Add Member Type='NAMEONLY', Replace Group Content='false', Object Group='GDPR Personal Data Sensitive Objects'","","GDP ","MSSQL ","MS SQL SERVER ","jdbc:guardium:sqlserver://10.221.192.30:53083;DatabaseName=GDP;CryptoProtocolVersion=TLSv1,TLSv1.1,TLSv1.2","MSSQL : MS SQL SERVER : 10.221.192.30 :  : GDP : 53083 :","10.221.192.30 ","53083 ","name","dbo","","events"
"MS SQL SERVER MSSQL","2024-04-09 15:38:15","	-DemoDiscovery","2024-04-09 15:38:06","2024-04-09 15:38:12","COMPLETED","GDP","GDPR","GDPR","Computer Name (custom)","Date: 2024-04-09 15:38:13
Datasource: MS SQL SERVER 10.221.192.30: 53083 GDP 
Object: GDP.dbo.events Computer Name (custom)
Category: 'GDPR' Classification: 'GDPR' Comprehensive: true
Rule: Catalog Search: name
TABLE_TYPE='TABLE', COLUMN_NAME_LIKE='%NAME%'
Action: Add to Group of Objects: Add to GDPR sensitive objects
Add Member Type='NAMEONLY', Replace Group Content='false', Object Group='GDPR Personal Data Sensitive Objects'","","GDP ","MSSQL ","MS SQL SERVER ","jdbc:guardium:sqlserver://10.221.192.30:53083;DatabaseName=GDP;CryptoProtocolVersion=TLSv1,TLSv1.1,TLSv1.2","MSSQL : MS SQL SERVER : 10.221.192.30 :  : GDP : 53083 :","10.221.192.30 ","53083 ","name","dbo","","events"
"MS SQL SERVER MSSQL","2024-04-09 15:38:15","	-DemoDiscovery","2024-04-09 15:38:06","2024-04-09 15:38:12","COMPLETED","GDP","GDPR","GDPR","CRE Name (custom)","Date: 2024-04-09 15:38:13
Datasource: MS SQL SERVER 10.221.192.30: 53083 GDP 
Object: GDP.dbo.events CRE Name (custom)
Category: 'GDPR' Classification: 'GDPR' Comprehensive: true
Rule: Catalog Search: name
TABLE_TYPE='TABLE', COLUMN_NAME_LIKE='%NAME%'
Action: Add to Group of Objects: Add to GDPR sensitive objects
Add Member Type='NAMEONLY', Replace Group Content='false', Object Group='GDPR Personal Data Sensitive Objects'","","GDP ","MSSQL ","MS SQL SERVER ","jdbc:guardium:sqlserver://10.221.192.30:53083;DatabaseName=GDP;CryptoProtocolVersion=TLSv1,TLSv1.1,TLSv1.2","MSSQL : MS SQL SERVER : 10.221.192.30 :  : GDP : 53083 :","10.221.192.30 ","53083 ","name","dbo","","events"
"MS SQL SERVER MSSQL","2024-04-09 15:38:15","	-DemoDiscovery","2024-04-09 15:38:06","2024-04-09 15:38:12","COMPLETED","GDP","GDPR","GDPR","Database Name (custom)","Date: 2024-04-09 15:38:13
Datasource: MS SQL SERVER 10.221.192.30: 53083 GDP 
Object: GDP.dbo.events Database Name (custom)
Category: 'GDPR' Classification: 'GDPR' Comprehensive: true
Rule: Catalog Search: name
TABLE_TYPE='TABLE', COLUMN_NAME_LIKE='%NAME%'
Action: Add to Group of Objects: Add to GDPR sensitive objects
Add Member Type='NAMEONLY', Replace Group Content='false', Object Group='GDPR Personal Data Sensitive Objects'","","GDP ","MSSQL ","MS SQL SERVER ","jdbc:guardium:sqlserver://10.221.192.30:53083;DatabaseName=GDP;CryptoProtocolVersion=TLSv1,TLSv1.1,TLSv1.2","MSSQL : MS SQL SERVER : 10.221.192.30 :  : GDP : 53083 :","10.221.192.30 ","53083 ","name","dbo","","events"
"MS SQL SERVER MSSQL","2024-04-09 15:38:15","	-DemoDiscovery","2024-04-09 15:38:06","2024-04-09 15:38:12","COMPLETED","GDP","GDPR","GDPR","DD name (custom)","Date: 2024-04-09 15:38:13
Datasource: MS SQL SERVER 10.221.192.30: 53083 GDP 
Object: GDP.dbo.events DD name (custom)
Category: 'GDPR' Classification: 'GDPR' Comprehensive: true
Rule: Catalog Search: name
TABLE_TYPE='TABLE', COLUMN_NAME_LIKE='%NAME%'
Action: Add to Group of Objects: Add to GDPR sensitive objects
Add Member Type='NAMEONLY', Replace Group Content='false', Object Group='GDPR Personal Data Sensitive Objects'","","GDP ","MSSQL ","MS SQL SERVER ","jdbc:guardium:sqlserver://10.221.192.30:53083;DatabaseName=GDP;CryptoProtocolVersion=TLSv1,TLSv1.1,TLSv1.2","MSSQL : MS SQL SERVER : 10.221.192.30 :  : GDP : 53083 :","10.221.192.30 ","53083 ","name","dbo","","events"
"MS SQL SERVER MSSQL","2024-04-09 15:38:15","	-DemoDiscovery","2024-04-09 15:38:06","2024-04-09 15:38:12","COMPLETED","GDP","GDPR","GDPR","Destination Host Name (custom)","Date: 2024-04-09 15:38:13
Datasource: MS SQL SERVER 10.221.192.30: 53083 GDP 
Object: GDP.dbo.events Destination Host Name (custom)
Category: 'GDPR' Classification: 'GDPR' Comprehensive: true
Rule: Catalog Search: name
TABLE_TYPE='TABLE', COLUMN_NAME_LIKE='%NAME%'
Action: Add to Group of Objects: Add to GDPR sensitive objects
Add Member Type='NAMEONLY', Replace Group Content='false', Object Group='GDPR Personal Data Sensitive Objects'","","GDP ","MSSQL ","MS SQL SERVER ","jdbc:guardium:sqlserver://10.221.192.30:53083;DatabaseName=GDP;CryptoProtocolVersion=TLSv1,TLSv1.1,TLSv1.2","MSSQL : MS SQL SERVER : 10.221.192.30 :  : GDP : 53083 :","10.221.192.30 ","53083 ","name","dbo","","events"
"MS SQL SERVER MSSQL","2024-04-09 15:38:15","	-DemoDiscovery","2024-04-09 15:38:06","2024-04-09 15:38:12","COMPLETED","GDP","GDPR","GDPR","Destination Hostname (custom)","Date: 2024-04-09 15:38:13
Datasource: MS SQL SERVER 10.221.192.30: 53083 GDP 
Object: GDP.dbo.events Destination Hostname (custom)
Category: 'GDPR' Classification: 'GDPR' Comprehensive: true
Rule: Catalog Search: name
TABLE_TYPE='TABLE', COLUMN_NAME_LIKE='%NAME%'
Action: Add to Group of Objects: Add to GDPR sensitive objects
Add Member Type='NAMEONLY', Replace Group Content='false', Object Group='GDPR Personal Data Sensitive Objects'","","GDP ","MSSQL ","MS SQL SERVER ","jdbc:guardium:sqlserver://10.221.192.30:53083;DatabaseName=GDP;CryptoProtocolVersion=TLSv1,TLSv1.1,TLSv1.2","MSSQL : MS SQL SERVER : 10.221.192.30 :  : GDP : 53083 :","10.221.192.30 ","53083 ","name","dbo","","events"
"MS SQL SERVER MSSQL","2024-04-09 15:38:15","	-DemoDiscovery","2024-04-09 15:38:06","2024-04-09 15:38:12","COMPLETED","GDP","GDPR","GDPR","EC Filename (custom)","Date: 2024-04-09 15:38:13
Datasource: MS SQL SERVER 10.221.192.30: 53083 GDP 
Object: GDP.dbo.events EC Filename (custom)
Category: 'GDPR' Classification: 'GDPR' Comprehensive: true
Rule: Catalog Search: name
TABLE_TYPE='TABLE', COLUMN_NAME_LIKE='%NAME%'
Action: Add to Group of Objects: Add to GDPR sensitive objects
Add Member Type='NAMEONLY', Replace Group Content='false', Object Group='GDPR Personal Data Sensitive Objects'","","GDP ","MSSQL ","MS SQL SERVER ","jdbc:guardium:sqlserver://10.221.192.30:53083;DatabaseName=GDP;CryptoProtocolVersion=TLSv1,TLSv1.1,TLSv1.2","MSSQL : MS SQL SERVER : 10.221.192.30 :  : GDP : 53083 :","10.221.192.30 ","53083 ","name","dbo","","events"
"MS SQL SERVER MSSQL","2024-04-09 15:38:15","	-DemoDiscovery","2024-04-09 15:38:06","2024-04-09 15:38:12","COMPLETED","GDP","GDPR","GDPR","EC ImageName (custom)","Date: 2024-04-09 15:38:13
Datasource: MS SQL SERVER 10.221.192.30: 53083 GDP 
Object: GDP.dbo.events EC ImageName (custom)
Category: 'GDPR' Classification: 'GDPR' Comprehensive: true
Rule: Catalog Search: name
TABLE_TYPE='TABLE', COLUMN_NAME_LIKE='%NAME%'
Action: Add to Group of Objects: Add to GDPR sensitive objects
Add Member Type='NAMEONLY', Replace Group Content='false', Object Group='GDPR Personal Data Sensitive Objects'","","GDP ","MSSQL ","MS SQL SERVER ","jdbc:guardium:sqlserver://10.221.192.30:53083;DatabaseName=GDP;CryptoProtocolVersion=TLSv1,TLSv1.1,TLSv1.2","MSSQL : MS SQL SERVER : 10.221.192.30 :  : GDP : 53083 :","10.221.192.30 ","53083 ","name","dbo","","events"
"MS SQL SERVER MSSQL","2024-04-09 15:38:15","	-DemoDiscovery","2024-04-09 15:38:06","2024-04-09 15:38:12","COMPLETED","GDP","GDPR","GDPR","EC ParentImageName (custom)","Date: 2024-04-09 15:38:13
Datasource: MS SQL SERVER 10.221.192.30: 53083 GDP 
Object: GDP.dbo.events EC ParentImageName (custom)
Category: 'GDPR' Classification: 'GDPR' Comprehensive: true
Rule: Catalog Search: name
TABLE_TYPE='TABLE', COLUMN_NAME_LIKE='%NAME%'
Action: Add to Group of Objects: Add to GDPR sensitive objects
Add Member Type='NAMEONLY', Replace Group Content='false', Object Group='GDPR Personal Data Sensitive Objects'","","GDP ","MSSQL ","MS SQL SERVER ","jdbc:guardium:sqlserver://10.221.192.30:53083;DatabaseName=GDP;CryptoProtocolVersion=TLSv1,TLSv1.1,TLSv1.2","MSSQL : MS SQL SERVER : 10.221.192.30 :  : GDP : 53083 :","10.221.192.30 ","53083 ","name","dbo","","events"
"MS SQL SERVER MSSQL","2024-04-09 15:38:15","	-DemoDiscovery","2024-04-09 15:38:06","2024-04-09 15:38:12","COMPLETED","GDP","GDPR","GDPR","EC PipeName (custom)","Date: 2024-04-09 15:38:13
Datasource: MS SQL SERVER 10.221.192.30: 53083 GDP 
Object: GDP.dbo.events EC PipeName (custom)
Category: 'GDPR' Classification: 'GDPR' Comprehensive: true
Rule: Catalog Search: name
TABLE_TYPE='TABLE', COLUMN_NAME_LIKE='%NAME%'
Action: Add to Group of Objects: Add to GDPR sensitive objects
Add Member Type='NAMEONLY', Replace Group Content='false', Object Group='GDPR Personal Data Sensitive Objects'","","GDP ","MSSQL ","MS SQL SERVER ","jdbc:guardium:sqlserver://10.221.192.30:53083;DatabaseName=GDP;CryptoProtocolVersion=TLSv1,TLSv1.1,TLSv1.2","MSSQL : MS SQL SERVER : 10.221.192.30 :  : GDP : 53083 :","10.221.192.30 ","53083 ","name","dbo","","events"
"MS SQL SERVER MSSQL","2024-04-09 15:38:15","	-DemoDiscovery","2024-04-09 15:38:06","2024-04-09 15:38:12","COMPLETED","GDP","GDPR","GDPR","EC Service Name (custom)","Date: 2024-04-09 15:38:13
Datasource: MS SQL SERVER 10.221.192.30: 53083 GDP 
Object: GDP.dbo.events EC Service Name (custom)
Category: 'GDPR' Classification: 'GDPR' Comprehensive: true
Rule: Catalog Search: name
TABLE_TYPE='TABLE', COLUMN_NAME_LIKE='%NAME%'
Action: Add to Group of Objects: Add to GDPR sensitive objects
Add Member Type='NAMEONLY', Replace Group Content='false', Object Group='GDPR Personal Data Sensitive Objects'","","GDP ","MSSQL ","MS SQL SERVER ","jdbc:guardium:sqlserver://10.221.192.30:53083;DatabaseName=GDP;CryptoProtocolVersion=TLSv1,TLSv1.1,TLSv1.2","MSSQL : MS SQL SERVER : 10.221.192.30 :  : GDP : 53083 :","10.221.192.30 ","53083 ","name","dbo","","events"
"MS SQL SERVER MSSQL","2024-04-09 15:38:15","	-DemoDiscovery","2024-04-09 15:38:06","2024-04-09 15:38:12","COMPLETED","GDP","GDPR","GDPR","EC ServiceFileName (custom)","Date: 2024-04-09 15:38:13
Datasource: MS SQL SERVER 10.221.192.30: 53083 GDP 
Object: GDP.dbo.events EC ServiceFileName (custom)
Category: 'GDPR' Classification: 'GDPR' Comprehensive: true
Rule: Catalog Search: name
TABLE_TYPE='TABLE', COLUMN_NAME_LIKE='%NAME%'
Action: Add to Group of Objects: Add to GDPR sensitive objects
Add Member Type='NAMEONLY', Replace Group Content='false', Object Group='GDPR Personal Data Sensitive Objects'","","GDP ","MSSQL ","MS SQL SERVER ","jdbc:guardium:sqlserver://10.221.192.30:53083;DatabaseName=GDP;CryptoProtocolVersion=TLSv1,TLSv1.1,TLSv1.2","MSSQL : MS SQL SERVER : 10.221.192.30 :  : GDP : 53083 :","10.221.192.30 ","53083 ","name","dbo","","events"
"MS SQL SERVER MSSQL","2024-04-09 15:38:15","	-DemoDiscovery","2024-04-09 15:38:06","2024-04-09 15:38:12","COMPLETED","GDP","GDPR","GDPR","EC ShareName (custom)","Date: 2024-04-09 15:38:13
Datasource: MS SQL SERVER 10.221.192.30: 53083 GDP 
Object: GDP.dbo.events EC ShareName (custom)
Category: 'GDPR' Classification: 'GDPR' Comprehensive: true
Rule: Catalog Search: name
TABLE_TYPE='TABLE', COLUMN_NAME_LIKE='%NAME%'
Action: Add to Group of Objects: Add to GDPR sensitive objects
Add Member Type='NAMEONLY', Replace Group Content='false', Object Group='GDPR Personal Data Sensitive Objects'","","GDP ","MSSQL ","MS SQL SERVER ","jdbc:guardium:sqlserver://10.221.192.30:53083;DatabaseName=GDP;CryptoProtocolVersion=TLSv1,TLSv1.1,TLSv1.2","MSSQL : MS SQL SERVER : 10.221.192.30 :  : GDP : 53083 :","10.221.192.30 ","53083 ","name","dbo","","events"
"MS SQL SERVER MSSQL","2024-04-09 15:38:15","	-DemoDiscovery","2024-04-09 15:38:06","2024-04-09 15:38:12","COMPLETED","GDP","GDPR","GDPR","EC Target Account Name (custom)","Date: 2024-04-09 15:38:13
Datasource: MS SQL SERVER 10.221.192.30: 53083 GDP 
Object: GDP.dbo.events EC Target Account Name (custom)
Category: 'GDPR' Classification: 'GDPR' Comprehensive: true
Rule: Catalog Search: name
TABLE_TYPE='TABLE', COLUMN_NAME_LIKE='%NAME%'
Action: Add to Group of Objects: Add to GDPR sensitive objects
Add Member Type='NAMEONLY', Replace Group Content='false', Object Group='GDPR Personal Data Sensitive Objects'","","GDP ","MSSQL ","MS SQL SERVER ","jdbc:guardium:sqlserver://10.221.192.30:53083;DatabaseName=GDP;CryptoProtocolVersion=TLSv1,TLSv1.1,TLSv1.2","MSSQL : MS SQL SERVER : 10.221.192.30 :  : GDP : 53083 :","10.221.192.30 ","53083 ","name","dbo","","events"
"MS SQL SERVER MSSQL","2024-04-09 15:38:15","	-DemoDiscovery","2024-04-09 15:38:06","2024-04-09 15:38:12","COMPLETED","GDP","GDPR","GDPR","EC Target Image Name (custom)","Date: 2024-04-09 15:38:13
Datasource: MS SQL SERVER 10.221.192.30: 53083 GDP 
Object: GDP.dbo.events EC Target Image Name (custom)
Category: 'GDPR' Classification: 'GDPR' Comprehensive: true
Rule: Catalog Search: name
TABLE_TYPE='TABLE', COLUMN_NAME_LIKE='%NAME%'
Action: Add to Group of Objects: Add to GDPR sensitive objects
Add Member Type='NAMEONLY', Replace Group Content='false', Object Group='GDPR Personal Data Sensitive Objects'","","GDP ","MSSQL ","MS SQL SERVER ","jdbc:guardium:sqlserver://10.221.192.30:53083;DatabaseName=GDP;CryptoProtocolVersion=TLSv1,TLSv1.1,TLSv1.2","MSSQL : MS SQL SERVER : 10.221.192.30 :  : GDP : 53083 :","10.221.192.30 ","53083 ","name","dbo","","events"
"MS SQL SERVER MSSQL","2024-04-09 15:38:15","	-DemoDiscovery","2024-04-09 15:38:06","2024-04-09 15:38:12","COMPLETED","GDP","GDPR","GDPR","EC Threat Name (custom)","Date: 2024-04-09 15:38:13
Datasource: MS SQL SERVER 10.221.192.30: 53083 GDP 
Object: GDP.dbo.events EC Threat Name (custom)
Category: 'GDPR' Classification: 'GDPR' Comprehensive: true
Rule: Catalog Search: name
TABLE_TYPE='TABLE', COLUMN_NAME_LIKE='%NAME%'
Action: Add to Group of Objects: Add to GDPR sensitive objects
Add Member Type='NAMEONLY', Replace Group Content='false', Object Group='GDPR Personal Data Sensitive Objects'","","GDP ","MSSQL ","MS SQL SERVER ","jdbc:guardium:sqlserver://10.221.192.30:53083;DatabaseName=GDP;CryptoProtocolVersion=TLSv1,TLSv1.1,TLSv1.2","MSSQL : MS SQL SERVER : 10.221.192.30 :  : GDP : 53083 :","10.221.192.30 ","53083 ","name","dbo","","events"
"MS SQL SERVER MSSQL","2024-04-09 15:38:15","	-DemoDiscovery","2024-04-09 15:38:06","2024-04-09 15:38:12","COMPLETED","GDP","GDPR","GDPR","Filename (custom)","Date: 2024-04-09 15:38:13
Datasource: MS SQL SERVER 10.221.192.30: 53083 GDP 
Object: GDP.dbo.events Filename (custom)
Category: 'GDPR' Classification: 'GDPR' Comprehensive: true
Rule: Catalog Search: name
TABLE_TYPE='TABLE', COLUMN_NAME_LIKE='%NAME%'
Action: Add to Group of Objects: Add to GDPR sensitive objects
Add Member Type='NAMEONLY', Replace Group Content='false', Object Group='GDPR Personal Data Sensitive Objects'","","GDP ","MSSQL ","MS SQL SERVER ","jdbc:guardium:sqlserver://10.221.192.30:53083;DatabaseName=GDP;CryptoProtocolVersion=TLSv1,TLSv1.1,TLSv1.2","MSSQL : MS SQL SERVER : 10.221.192.30 :  : GDP : 53083 :","10.221.192.30 ","53083 ","name","dbo","","events"
"MS SQL SERVER MSSQL","2024-04-09 15:38:15","	-DemoDiscovery","2024-04-09 15:38:06","2024-04-09 15:38:12","COMPLETED","GDP","GDPR","GDPR","Group Name (custom)","Date: 2024-04-09 15:38:13
Datasource: MS SQL SERVER 10.221.192.30: 53083 GDP 
Object: GDP.dbo.events Group Name (custom)
Category: 'GDPR' Classification: 'GDPR' Comprehensive: true
Rule: Catalog Search: name
TABLE_TYPE='TABLE', COLUMN_NAME_LIKE='%NAME%'
Action: Add to Group of Objects: Add to GDPR sensitive objects
Add Member Type='NAMEONLY', Replace Group Content='false', Object Group='GDPR Personal Data Sensitive Objects'","","GDP ","MSSQL ","MS SQL SERVER ","jdbc:guardium:sqlserver://10.221.192.30:53083;DatabaseName=GDP;CryptoProtocolVersion=TLSv1,TLSv1.1,TLSv1.2","MSSQL : MS SQL SERVER : 10.221.192.30 :  : GDP : 53083 :","10.221.192.30 ","53083 ","name","dbo","","events"
"MS SQL SERVER MSSQL","2024-04-09 15:38:15","	-DemoDiscovery","2024-04-09 15:38:06","2024-04-09 15:38:12","COMPLETED","GDP","GDPR","GDPR","Hostname (custom)","Date: 2024-04-09 15:38:13
Datasource: MS SQL SERVER 10.221.192.30: 53083 GDP 
Object: GDP.dbo.events Hostname (custom)
Category: 'GDPR' Classification: 'GDPR' Comprehensive: true
Rule: Catalog Search: name
TABLE_TYPE='TABLE', COLUMN_NAME_LIKE='%NAME%'
Action: Add to Group of Objects: Add to GDPR sensitive objects
Add Member Type='NAMEONLY', Replace Group Content='false', Object Group='GDPR Personal Data Sensitive Objects'","","GDP ","MSSQL ","MS SQL SERVER ","jdbc:guardium:sqlserver://10.221.192.30:53083;DatabaseName=GDP;CryptoProtocolVersion=TLSv1,TLSv1.1,TLSv1.2","MSSQL : MS SQL SERVER : 10.221.192.30 :  : GDP : 53083 :","10.221.192.30 ","53083 ","name","dbo","","events"
